"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2020","Median","Female","Full-Time","Total","London","Total","Total","Total","Total","35760","Total"
"2020","Median","Female","Full-Time","Total","London","Managers, directors and senior officials","Total","Total","Total","56327","reasonably precise"
"2020","Median","Female","Full-Time","Total","London","Professional occupations","Total","Total","Total","41825","Total"
"2020","Median","Female","Full-Time","Total","London","Associate professional and technical occupations","Total","Total","Total","35735","Total"
"2020","Median","Female","Full-Time","Total","London","Administrative and secretarial occupations","Total","Total","Total","29587","Total"
"2020","Median","Female","Full-Time","Total","London","Skilled trades occupations","Total","Total","Total","24084","acceptable"
"2020","Median","Female","Full-Time","Total","London","Caring, leisure and other service occupations","Total","Total","Total","22040","Total"
"2020","Median","Female","Full-Time","Total","London","Sales and customer service occupations","Total","Total","Total","22795","Total"
"2020","Median","Female","Full-Time","Total","London","Process, plant and machine operatives","Total","Total","Total","27713","acceptable"
"2020","Median","Female","Full-Time","Total","London","Elementary occupations","Total","Total","Total","20612","reasonably precise"
"2020","Median","Female","Full-Time","Total","South East","Total","Total","Total","Total","28307","Total"
"2020","Median","Female","Full-Time","Total","South East","Managers, directors and senior officials","Total","Total","Total","37813","Total"
"2020","Median","Female","Full-Time","Total","South East","Professional occupations","Total","Total","Total","37381","Total"
"2020","Median","Female","Full-Time","Total","South East","Associate professional and technical occupations","Total","Total","Total","29970","Total"
"2020","Median","Female","Full-Time","Total","South East","Administrative and secretarial occupations","Total","Total","Total","24378","Total"
"2020","Median","Female","Full-Time","Total","South East","Skilled trades occupations","Total","Total","Total","23066","reasonably precise"
"2020","Median","Female","Full-Time","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","18880","Total"
"2020","Median","Female","Full-Time","Total","South East","Sales and customer service occupations","Total","Total","Total","20762","Total"
"2020","Median","Female","Full-Time","Total","South East","Process, plant and machine operatives","Total","Total","Total","21626","reasonably precise"
"2020","Median","Female","Full-Time","Total","South East","Elementary occupations","Total","Total","Total","18969","Total"
"2020","Median","Female","Full-Time","Total","South West","Total","Total","Total","Total","25985","Total"
"2020","Median","Female","Full-Time","Total","South West","Managers, directors and senior officials","Total","Total","Total","35240","reasonably precise"
"2020","Median","Female","Full-Time","Total","South West","Professional occupations","Total","Total","Total","35120","Total"
"2020","Median","Female","Full-Time","Total","South West","Associate professional and technical occupations","Total","Total","Total","27807","reasonably precise"
"2020","Median","Female","Full-Time","Total","South West","Administrative and secretarial occupations","Total","Total","Total","21810","Total"
"2020","Median","Female","Full-Time","Total","South West","Skilled trades occupations","Total","Total","Total","20214","acceptable"
"2020","Median","Female","Full-Time","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","19064","reasonably precise"
"2020","Median","Female","Full-Time","Total","South West","Sales and customer service occupations","Total","Total","Total","19850","Total"
"2020","Median","Female","Full-Time","Total","South West","Process, plant and machine operatives","Total","Total","Total","20517","acceptable"
"2020","Median","Female","Full-Time","Total","South West","Elementary occupations","Total","Total","Total","17061","Total"
"2020","Median","Female","Full-Time","Total","Wales","Total","Total","Total","Total","26317","Total"
"2020","Median","Female","Full-Time","Total","Wales","Managers, directors and senior officials","Total","Total","Total","33978","acceptable"
"2020","Median","Female","Full-Time","Total","Wales","Professional occupations","Total","Total","Total","36876","Total"
"2020","Median","Female","Full-Time","Total","Wales","Associate professional and technical occupations","Total","Total","Total","28011","Total"
"2020","Median","Female","Full-Time","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","22502","Total"
"2020","Median","Female","Full-Time","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","19415","Total"
"2020","Median","Female","Full-Time","Total","Wales","Sales and customer service occupations","Total","Total","Total","19471","reasonably precise"
"2020","Median","Female","Full-Time","Total","Wales","Process, plant and machine operatives","Total","Total","Total","21463","reasonably precise"
"2020","Median","Female","Full-Time","Total","Wales","Elementary occupations","Total","Total","Total","19656","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Total","Total","Total","Total","28606","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Managers, directors and senior officials","Total","Total","Total","39300","reasonably precise"
"2020","Median","Female","Full-Time","Total","Scotland","Professional occupations","Total","Total","Total","37190","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","29229","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","22988","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Skilled trades occupations","Total","Total","Total","18982","acceptable"
"2020","Median","Female","Full-Time","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","21450","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Sales and customer service occupations","Total","Total","Total","19803","Total"
"2020","Median","Female","Full-Time","Total","Scotland","Process, plant and machine operatives","Total","Total","Total","19328","acceptable"
"2020","Median","Female","Full-Time","Total","Scotland","Elementary occupations","Total","Total","Total","18816","Total"
"2020","Median","Female","Full-Time","Total","Northern Ireland","Total","Total","Total","Total","26149","Total"
"2020","Median","Female","Part-Time","Total","Total","Managers, directors and senior officials","Total","Total","Total","15253","reasonably precise"
"2020","Median","Female","Part-Time","Total","Total","Professional occupations","Total","Total","Total","21141","Total"
"2020","Median","Female","Part-Time","Total","Total","Associate professional and technical occupations","Total","Total","Total","14417","Total"
"2020","Median","Female","Part-Time","Total","Total","Administrative and secretarial occupations","Total","Total","Total","11400","Total"
"2020","Median","Female","Part-Time","Total","Total","Skilled trades occupations","Total","Total","Total","11389","Total"
"2020","Median","Female","Part-Time","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","10879","Total"
"2020","Median","Female","Part-Time","Total","Total","Sales and customer service occupations","Total","Total","Total","9317","Total"
"2020","Median","Female","Part-Time","Total","Total","Process, plant and machine operatives","Total","Total","Total","11759","reasonably precise"
"2020","Median","Female","Part-Time","Total","Total","Elementary occupations","Total","Total","Total","6882","Total"
"2020","Median","Female","Part-Time","Total","North East","Total","Total","Total","Total","11290","reasonably precise"
"2020","Median","Female","Part-Time","Total","North East","Professional occupations","Total","Total","Total","24193","reasonably precise"
"2020","Median","Female","Part-Time","Total","North East","Associate professional and technical occupations","Total","Total","Total","16246","reasonably precise"
"2020","Median","Female","Part-Time","Total","North East","Administrative and secretarial occupations","Total","Total","Total","12054","reasonably precise"
"2020","Median","Female","Part-Time","Total","North East","Skilled trades occupations","Total","Total","Total","11220","acceptable"
"2020","Median","Female","Part-Time","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","10863","reasonably precise"
"2020","Median","Female","Part-Time","Total","North East","Sales and customer service occupations","Total","Total","Total","9362","acceptable"
"2020","Median","Female","Part-Time","Total","North East","Elementary occupations","Total","Total","Total","6247","reasonably precise"
"2020","Median","Female","Part-Time","Total","North West","Total","Total","Total","Total","11352","Total"
"2020","Median","Female","Part-Time","Total","North West","Professional occupations","Total","Total","Total","22749","Total"
"2020","Median","Female","Part-Time","Total","North West","Associate professional and technical occupations","Total","Total","Total","13568","acceptable"
"2020","Median","Female","Part-Time","Total","North West","Administrative and secretarial occupations","Total","Total","Total","11975","Total"
"2020","Median","Female","Part-Time","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","11358","Total"
"2020","Median","Female","Part-Time","Total","North West","Sales and customer service occupations","Total","Total","Total","9616","Total"
"2020","Median","Female","Part-Time","Total","North West","Elementary occupations","Total","Total","Total","7003","reasonably precise"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Total","Total","Total","Total","11085","Total"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total","Total","Total","13804","acceptable"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Professional occupations","Total","Total","Total","21458","reasonably precise"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total","Total","Total","15243","reasonably precise"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","11222","reasonably precise"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Skilled trades occupations","Total","Total","Total","11567","acceptable"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total","Total","Total","10868","Total"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","9446","Total"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total","Total","Total","12894","acceptable"
"2020","Median","Female","Part-Time","Total","Yorkshire and The Humber","Elementary occupations","Total","Total","Total","6550","reasonably precise"
"2020","Median","Female","Part-Time","Total","East Midlands","Total","Total","Total","Total","11113","Total"
"2020","Median","Female","Part-Time","Total","East Midlands","Managers, directors and senior officials","Total","Total","Total","12936","acceptable"
"2020","Median","Female","Part-Time","Total","East Midlands","Professional occupations","Total","Total","Total","21112","reasonably precise"
"2020","Median","Female","Part-Time","Total","East Midlands","Associate professional and technical occupations","Total","Total","Total","12743","reasonably precise"
"2020","Median","Female","Part-Time","Total","East Midlands","Administrative and secretarial occupations","Total","Total","Total","10440","Total"
"2020","Median","Female","Part-Time","Total","East Midlands","Skilled trades occupations","Total","Total","Total","11333","acceptable"
"2020","Median","Female","Part-Time","Total","East Midlands","Caring, leisure and other service occupations","Total","Total","Total","10974","Total"
"2020","Median","Female","Part-Time","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","9674","reasonably precise"
"2020","Median","Female","Part-Time","Total","East Midlands","Elementary occupations","Total","Total","Total","7008","reasonably precise"
"2020","Median","Female","Part-Time","Total","West Midlands","Total","Total","Total","Total","11166","Total"
"2020","Median","Female","Part-Time","Total","West Midlands","Managers, directors and senior officials","Total","Total","Total","14991","acceptable"
"2020","Median","Female","Part-Time","Total","West Midlands","Professional occupations","Total","Total","Total","22028","reasonably precise"
"2020","Median","Female","Part-Time","Total","West Midlands","Associate professional and technical occupations","Total","Total","Total","13567","acceptable"
"2020","Median","Female","Part-Time","Total","West Midlands","Administrative and secretarial occupations","Total","Total","Total","11520","Total"
"2020","Median","Female","Part-Time","Total","West Midlands","Caring, leisure and other service occupations","Total","Total","Total","10805","Total"
"2020","Median","Female","Part-Time","Total","West Midlands","Sales and customer service occupations","Total","Total","Total","9607","reasonably precise"
"2020","Median","Female","Part-Time","Total","West Midlands","Process, plant and machine operatives","Total","Total","Total","11232","acceptable"
"2020","Median","Female","Part-Time","Total","West Midlands","Elementary occupations","Total","Total","Total","6816","reasonably precise"
"2020","Median","Female","Part-Time","Total","East","Total","Total","Total","Total","10756","Total"
"2020","Median","Female","Part-Time","Total","East","Professional occupations","Total","Total","Total","17490","reasonably precise"
"2020","Median","Female","Part-Time","Total","East","Associate professional and technical occupations","Total","Total","Total","13666","reasonably precise"
"2020","Median","Female","Part-Time","Total","East","Administrative and secretarial occupations","Total","Total","Total","11145","reasonably precise"
"2020","Median","Female","Part-Time","Total","East","Skilled trades occupations","Total","Total","Total","10573","acceptable"
"2020","Median","Female","Part-Time","Total","East","Caring, leisure and other service occupations","Total","Total","Total","10295","Total"
"2020","Median","Female","Part-Time","Total","East","Sales and customer service occupations","Total","Total","Total","9056","reasonably precise"
"2020","Median","Female","Part-Time","Total","East","Process, plant and machine operatives","Total","Total","Total","11653","acceptable"
"2020","Median","Female","Part-Time","Total","East","Elementary occupations","Total","Total","Total","6306","acceptable"
"2020","Median","Female","Part-Time","Total","London","Total","Total","Total","Total","12293","Total"
"2020","Median","Female","Part-Time","Total","London","Professional occupations","Total","Total","Total","22780","acceptable"
"2020","Median","Female","Part-Time","Total","London","Administrative and secretarial occupations","Total","Total","Total","12000","reasonably precise"
"2020","Median","Female","Part-Time","Total","London","Caring, leisure and other service occupations","Total","Total","Total","10998","reasonably precise"
"2020","Median","Female","Part-Time","Total","London","Sales and customer service occupations","Total","Total","Total","9968","Total"
"2020","Median","Female","Part-Time","Total","London","Elementary occupations","Total","Total","Total","7859","acceptable"
"2020","Median","Female","Part-Time","Total","South East","Total","Total","Total","Total","11342","Total"
"2020","Median","Female","Part-Time","Total","South East","Professional occupations","Total","Total","Total","21499","reasonably precise"
"2020","Median","Female","Part-Time","Total","South East","Associate professional and technical occupations","Total","Total","Total","14331","reasonably precise"
"2020","Median","Female","Part-Time","Total","South East","Administrative and secretarial occupations","Total","Total","Total","11000","Total"
"2020","Median","Female","Part-Time","Total","South East","Skilled trades occupations","Total","Total","Total","10173","acceptable"
"2020","Median","Female","Part-Time","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","10238","Total"
"2020","Median","Female","Part-Time","Total","South East","Sales and customer service occupations","Total","Total","Total","9164","Total"
"2020","Median","Female","Part-Time","Total","South East","Process, plant and machine operatives","Total","Total","Total","11466","acceptable"
"2020","Median","Female","Part-Time","Total","South East","Elementary occupations","Total","Total","Total","6566","reasonably precise"
"2020","Median","Female","Part-Time","Total","South West","Total","Total","Total","Total","10920","Total"
"2020","Median","Female","Part-Time","Total","South West","Professional occupations","Total","Total","Total","20086","reasonably precise"
"2020","Median","Female","Part-Time","Total","South West","Associate professional and technical occupations","Total","Total","Total","15276","reasonably precise"
"2020","Median","Female","Part-Time","Total","South West","Administrative and secretarial occupations","Total","Total","Total","11307","Total"
"2020","Median","Female","Part-Time","Total","South West","Skilled trades occupations","Total","Total","Total","12119","acceptable"
"2020","Median","Female","Part-Time","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","10136","reasonably precise"
"2020","Median","Female","Part-Time","Total","South West","Sales and customer service occupations","Total","Total","Total","8948","reasonably precise"
"2020","Median","Female","Part-Time","Total","South West","Elementary occupations","Total","Total","Total","6170","reasonably precise"
"2020","Median","Female","Part-Time","Total","Wales","Total","Total","Total","Total","11455","Total"
"2020","Median","Female","Part-Time","Total","Wales","Professional occupations","Total","Total","Total","20458","reasonably precise"
"2020","Median","Female","Part-Time","Total","Wales","Associate professional and technical occupations","Total","Total","Total","14554","acceptable"
"2020","Median","Female","Part-Time","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","11243","reasonably precise"
"2020","Median","Female","Part-Time","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","11463","reasonably precise"
"2020","Median","Female","Part-Time","Total","Wales","Sales and customer service occupations","Total","Total","Total","9207","acceptable"
"2020","Median","Female","Part-Time","Total","Wales","Elementary occupations","Total","Total","Total","6948","acceptable"
"2020","Median","Female","Part-Time","Total","Scotland","Total","Total","Total","Total","12078","Total"
"2020","Median","Female","Part-Time","Total","Scotland","Professional occupations","Total","Total","Total","20189","reasonably precise"
"2020","Median","Female","Part-Time","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","15642","acceptable"
"2020","Median","Female","Part-Time","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","11701","Total"
"2020","Median","Female","Part-Time","Total","Scotland","Skilled trades occupations","Total","Total","Total","10549","acceptable"
"2020","Median","Female","Part-Time","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","12131","Total"
"2020","Median","Female","Part-Time","Total","Scotland","Sales and customer service occupations","Total","Total","Total","9282","reasonably precise"
"2020","Median","Female","Part-Time","Total","Scotland","Elementary occupations","Total","Total","Total","7874","Total"
"2020","Median","Female","Part-Time","Total","Northern Ireland","Total","Total","Total","Total","11140","Total"
"2016","Median","Total","Total","Total","Total","Total","Total","Total","Total","23084","Total"
"2016","Median","Total","Total","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","19469","Total"
"2016","Median","Total","Total","Total","Total","Total","Mining and quarrying","Total","Total","37943","reasonably precise"
"2016","Median","Total","Total","Total","Total","Total","Manufacturing","Total","Total","27430","Total"
"2016","Median","Total","Total","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","35740","Total"
"2016","Median","Total","Total","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","28458","Total"
"2016","Median","Total","Total","Total","Total","Total","Construction","Total","Total","28299","Total"
"2016","Median","Total","Total","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","17303","Total"
"2016","Median","Total","Total","Total","Total","Total","Transportation and storage","Total","Total","27274","Total"
"2016","Median","Total","Total","Total","Total","Total","Accommodation and food service activities","Total","Total","12356","Total"
"2016","Median","Total","Total","Total","Total","Total","Information and communication","Total","Total","35758","Total"
"2016","Median","Total","Total","Total","Total","Total","Financial and insurance activities","Total","Total","34417","Total"
"2016","Median","Total","Total","Total","Total","Total","Real estate activities","Total","Total","24166","Total"
"2016","Median","Total","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","30080","Total"
"2016","Median","Total","Total","Total","Total","Total","Administrative and support service activities","Total","Total","18844","Total"
"2016","Median","Total","Total","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","29156","Total"
"2016","Median","Total","Total","Total","Total","Total","Education","Total","Total","22662","Total"
"2016","Median","Total","Total","Total","Total","Total","Human health and social work activities","Total","Total","19626","Total"
"2016","Median","Total","Total","Total","Total","Total","Arts, entertainment and recreation","Total","Total","16503","Total"
"2016","Median","Total","Total","Total","Total","Total","Other service activities","Total","Total","19059","Total"
"2016","Median","Male","Total","Total","Total","Total","Total","Total","Total","28376","Total"
"2016","Median","Male","Total","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","22315","Total"
"2016","Median","Male","Total","Total","Total","Total","Mining and quarrying","Total","Total","38670","Total"
"2016","Median","Male","Total","Total","Total","Total","Manufacturing","Total","Total","29778","Total"
"2016","Median","Male","Total","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","39079","Total"
"2016","Median","Male","Total","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","29272","Total"
"2016","Median","Male","Total","Total","Total","Total","Construction","Total","Total","30115","Total"
"2016","Median","Male","Total","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","21848","Total"
"2016","Median","Male","Total","Total","Total","Total","Transportation and storage","Total","Total","28636","Total"
"2016","Median","Male","Total","Total","Total","Total","Accommodation and food service activities","Total","Total","15206","Total"
"2016","Median","Male","Total","Total","Total","Total","Information and communication","Total","Total","38884","Total"
"2016","Median","Male","Total","Total","Total","Total","Financial and insurance activities","Total","Total","46958","Total"
"2016","Median","Male","Total","Total","Total","Total","Real estate activities","Total","Total","27962","Total"
"2016","Median","Male","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","36503","Total"
"2016","Median","Male","Total","Total","Total","Total","Administrative and support service activities","Total","Total","22439","Total"
"2016","Median","Male","Total","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","33416","Total"
"2016","Median","Male","Total","Total","Total","Total","Education","Total","Total","30998","Total"
"2016","Median","Male","Total","Total","Total","Total","Human health and social work activities","Total","Total","25946","Total"
"2016","Median","Male","Total","Total","Total","Total","Arts, entertainment and recreation","Total","Total","20000","Total"
"2016","Median","Male","Total","Total","Total","Total","Other service activities","Total","Total","24844","Total"
"2016","Median","Female","Total","Total","Total","Total","Total","Total","Total","17957","Total"
"2016","Median","Female","Total","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","12468","acceptable"
"2016","Median","Female","Total","Total","Total","Total","Mining and quarrying","Total","Total","32117","acceptable"
"2016","Median","Female","Total","Total","Total","Total","Manufacturing","Total","Total","19965","Total"
"2016","Median","Female","Total","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","24396","reasonably precise"
"2016","Median","Female","Total","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","23006","reasonably precise"
"2016","Median","Female","Total","Total","Total","Total","Construction","Total","Total","17679","acceptable"
"2016","Median","Female","Total","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","12473","Total"
"2016","Median","Female","Total","Total","Total","Total","Transportation and storage","Total","Total","21908","Total"
"2016","Median","Female","Total","Total","Total","Total","Accommodation and food service activities","Total","Total","10296","Total"
"2016","Median","Female","Total","Total","Total","Total","Information and communication","Total","Total","28333","Total"
"2016","Median","Female","Total","Total","Total","Total","Financial and insurance activities","Total","Total","25661","Total"
"2016","Median","Female","Total","Total","Total","Total","Real estate activities","Total","Total","20516","Total"
"2016","Median","Female","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","23771","Total"
"2016","Median","Female","Total","Total","Total","Total","Administrative and support service activities","Total","Total","13842","Total"
"2016","Median","Female","Total","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","24149","Total"
"2016","Median","Female","Total","Total","Total","Total","Education","Total","Total","18986","Total"
"2016","Median","Female","Total","Total","Total","Total","Human health and social work activities","Total","Total","18253","Total"
"2016","Median","Female","Total","Total","Total","Total","Arts, entertainment and recreation","Total","Total","12759","reasonably precise"
"2016","Median","Female","Total","Total","Total","Total","Other service activities","Total","Total","14407","reasonably precise"
"2016","Median","Total","Full-Time","Total","Total","Total","Total","Total","Total","28195","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","22145","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Mining and quarrying","Total","Total","38795","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Manufacturing","Total","Total","28683","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","37311","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","29480","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Construction","Total","Total","30350","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","23075","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Transportation and storage","Total","Total","28784","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","18206","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Information and communication","Total","Total","38001","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Financial and insurance activities","Total","Total","38886","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Real estate activities","Total","Total","27170","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","34426","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Administrative and support service activities","Total","Total","24109","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","31914","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Education","Total","Total","30347","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Human health and social work activities","Total","Total","25363","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Arts, entertainment and recreation","Total","Total","23171","Total"
"2016","Median","Total","Full-Time","Total","Total","Total","Other service activities","Total","Total","24870","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Total","Total","Total","9616","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","8405","acceptable"
"2016","Median","Total","Part-Time","Total","Total","Total","Manufacturing","Total","Total","11341","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","15983","reasonably precise"
"2016","Median","Total","Part-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","11462","acceptable"
"2016","Median","Total","Part-Time","Total","Total","Total","Construction","Total","Total","10000","reasonably precise"
"2016","Median","Total","Part-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","8123","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Transportation and storage","Total","Total","13584","reasonably precise"
"2016","Median","Total","Part-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","6552","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Information and communication","Total","Total","10709","reasonably precise"
"2016","Median","Total","Part-Time","Total","Total","Total","Financial and insurance activities","Total","Total","13545","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Real estate activities","Total","Total","10376","reasonably precise"
"2016","Median","Total","Part-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","10600","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Administrative and support service activities","Total","Total","7404","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","13575","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Education","Total","Total","10495","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Human health and social work activities","Total","Total","11464","Total"
"2016","Median","Total","Part-Time","Total","Total","Total","Arts, entertainment and recreation","Total","Total","6444","reasonably precise"
"2016","Median","Total","Part-Time","Total","Total","Total","Other service activities","Total","Total","8211","reasonably precise"
"2016","Median","Male","Full-Time","Total","Total","Total","Total","Total","Total","30550","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","23504","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Mining and quarrying","Total","Total","38795","reasonably precise"
"2016","Median","Male","Full-Time","Total","Total","Total","Manufacturing","Total","Total","30343","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","39271","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","29553","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Construction","Total","Total","30982","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","24953","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Transportation and storage","Total","Total","29537","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","19486","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Information and communication","Total","Total","40000","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Financial and insurance activities","Total","Total","47818","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Real estate activities","Total","Total","29311","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","38373","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Administrative and support service activities","Total","Total","25118","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","34165","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Education","Total","Total","33658","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Human health and social work activities","Total","Total","29261","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Arts, entertainment and recreation","Total","Total","24105","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Other service activities","Total","Total","26797","Total"
"2016","Median","Male","Full-Time","Total","Total","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use","Total","Total","22679","acceptable"
"2016","Median","Male","Part-Time","Total","Total","Total","Total","Total","Total","9270","Total"
"2016","Median","Male","Part-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","9710","acceptable"
"2016","Median","Male","Part-Time","Total","Total","Total","Manufacturing","Total","Total","14000","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Construction","Total","Total","10605","acceptable"
"2016","Median","Male","Part-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","8500","Total"
"2016","Median","Male","Part-Time","Total","Total","Total","Transportation and storage","Total","Total","15343","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","6888","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Information and communication","Total","Total","10597","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Real estate activities","Total","Total","10618","acceptable"
"2016","Median","Male","Part-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","10600","reasonably precise"
