"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2020","Median","Female","Part-Time","Total","","Total","Arts, entertainment and recreation",NA,NA,"7083","reasonably precise"
"2020","Median","Female","Part-Time","Total","","Total","Other service activities",NA,NA,"9644","reasonably precise"
"2020","Median","Female","Part-Time","Total","","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",NA,NA,"6717","acceptable"
"2020","Median","Total","Total","Total","","Managers, directors and senior officials","Total",NA,NA,"41500","Total"
"2020","Median","Total","Total","Total","","Professional occupations","Total",NA,NA,"36752","Total"
"2020","Median","Total","Total","Total","","Associate professional and technical occupations","Total",NA,NA,"31003","Total"
"2020","Median","Total","Total","Total","","Administrative and secretarial occupations","Total",NA,NA,"19813","Total"
"2020","Median","Total","Total","Total","","Skilled trades occupations","Total",NA,NA,"27540","Total"
"2020","Median","Total","Total","Total","","Caring, leisure and other service occupations","Total",NA,NA,"15338","Total"
"2020","Median","Total","Total","Total","","Sales and customer service occupations","Total",NA,NA,"14353","Total"
"2020","Median","Total","Total","Total","","Process, plant and machine operatives","Total",NA,NA,"24749","Total"
"2020","Median","Total","Total","Total","","Elementary occupations","Total",NA,NA,"14093","Total"
"2020","Median","Total","Total","Total","North East","Total","Total",NA,NA,"23253","Total"
"2020","Median","Total","Total","Total","North East","Managers, directors and senior officials","Total",NA,NA,"33517","reasonably precise"
"2020","Median","Total","Total","Total","North East","Professional occupations","Total",NA,NA,"35541","Total"
"2020","Median","Total","Total","Total","North East","Associate professional and technical occupations","Total",NA,NA,"26954","Total"
"2020","Median","Total","Total","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"19485","Total"
"2020","Median","Total","Total","Total","North East","Skilled trades occupations","Total",NA,NA,"27787","reasonably precise"
"2020","Median","Total","Total","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"15873","Total"
"2020","Median","Total","Total","Total","North East","Sales and customer service occupations","Total",NA,NA,"14360","reasonably precise"
"2020","Median","Total","Total","Total","North East","Process, plant and machine operatives","Total",NA,NA,"24045","reasonably precise"
"2020","Median","Total","Total","Total","North East","Elementary occupations","Total",NA,NA,"11516","acceptable"
"2020","Median","Total","Total","Total","North West","Total","Total",NA,NA,"24294","Total"
"2020","Median","Total","Total","Total","North West","Managers, directors and senior officials","Total",NA,NA,"37590","reasonably precise"
"2020","Median","Total","Total","Total","North West","Professional occupations","Total",NA,NA,"36658","Total"
"2020","Median","Total","Total","Total","North West","Associate professional and technical occupations","Total",NA,NA,"29598","Total"
"2020","Median","Total","Total","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"19824","Total"
"2020","Median","Total","Total","Total","North West","Skilled trades occupations","Total",NA,NA,"26840","Total"
"2020","Median","Total","Total","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"15217","Total"
"2020","Median","Total","Total","Total","North West","Sales and customer service occupations","Total",NA,NA,"14244","reasonably precise"
"2020","Median","Total","Total","Total","North West","Process, plant and machine operatives","Total",NA,NA,"24471","Total"
"2020","Median","Total","Total","Total","North West","Elementary occupations","Total",NA,NA,"13664","reasonably precise"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Total","Total",NA,NA,"23735","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"37710","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"34466","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"28812","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"18958","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"27309","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"14665","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"14474","reasonably precise"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"24331","Total"
"2020","Median","Total","Total","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"13764","reasonably precise"
"2020","Median","Total","Total","Total","East Midlands","Total","Total",NA,NA,"24090","Total"
"2020","Median","Total","Total","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"37931","reasonably precise"
"2020","Median","Total","Total","Total","East Midlands","Professional occupations","Total",NA,NA,"34383","Total"
"2020","Median","Total","Total","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"29166","Total"
"2020","Median","Total","Total","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"18702","Total"
"2020","Median","Total","Total","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"27840","Total"
"2020","Median","Total","Total","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"15537","Total"
"2020","Median","Total","Total","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"13887","reasonably precise"
"2020","Median","Total","Total","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"24212","Total"
"2020","Median","Total","Total","Total","East Midlands","Elementary occupations","Total",NA,NA,"16158","reasonably precise"
"2020","Median","Total","Total","Total","West Midlands","Total","Total",NA,NA,"24596","Total"
"2020","Median","Total","Total","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"38759","Total"
"2020","Median","Total","Total","Total","West Midlands","Professional occupations","Total",NA,NA,"35931","Total"
"2020","Median","Total","Total","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"30000","Total"
"2020","Median","Total","Total","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"19545","Total"
"2020","Median","Total","Total","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"27027","Total"
"2020","Median","Total","Total","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"14560","Total"
"2020","Median","Total","Total","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"14669","reasonably precise"
"2020","Median","Total","Total","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"23791","Total"
"2020","Median","Total","Total","Total","West Midlands","Elementary occupations","Total",NA,NA,"14668","reasonably precise"
"2020","Median","Total","Total","Total","East","Total","Total",NA,NA,"24898","Total"
"2020","Median","Total","Total","Total","East","Managers, directors and senior officials","Total",NA,NA,"41277","reasonably precise"
"2020","Median","Total","Total","Total","East","Professional occupations","Total",NA,NA,"33786","Total"
"2020","Median","Total","Total","Total","East","Associate professional and technical occupations","Total",NA,NA,"30902","Total"
"2020","Median","Total","Total","Total","East","Administrative and secretarial occupations","Total",NA,NA,"18938","Total"
"2020","Median","Total","Total","Total","East","Skilled trades occupations","Total",NA,NA,"28198","Total"
"2020","Median","Total","Total","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"14390","Total"
"2020","Median","Total","Total","Total","East","Sales and customer service occupations","Total",NA,NA,"14125","reasonably precise"
"2020","Median","Total","Total","Total","East","Process, plant and machine operatives","Total",NA,NA,"25278","Total"
"2020","Median","Total","Total","Total","East","Elementary occupations","Total",NA,NA,"14074","reasonably precise"
"2020","Median","Total","Total","Total","London","Total","Total",NA,NA,"34987","Total"
"2020","Median","Total","Total","Total","London","Managers, directors and senior officials","Total",NA,NA,"61343","Total"
"2020","Median","Total","Total","Total","London","Professional occupations","Total",NA,NA,"43659","Total"
"2020","Median","Total","Total","Total","London","Associate professional and technical occupations","Total",NA,NA,"37424","Total"
"2020","Median","Total","Total","Total","London","Administrative and secretarial occupations","Total",NA,NA,"25165","Total"
"2020","Median","Total","Total","Total","London","Skilled trades occupations","Total",NA,NA,"29011","reasonably precise"
"2020","Median","Total","Total","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"17583","Total"
"2020","Median","Total","Total","Total","London","Sales and customer service occupations","Total",NA,NA,"16440","Total"
"2020","Median","Total","Total","Total","London","Process, plant and machine operatives","Total",NA,NA,"32592","Total"
"2020","Median","Total","Total","Total","London","Elementary occupations","Total",NA,NA,"15721","reasonably precise"
"2020","Median","Total","Total","Total","South East","Total","Total",NA,NA,"27152","Total"
"2020","Median","Total","Total","Total","South East","Managers, directors and senior officials","Total",NA,NA,"39159","Total"
"2020","Median","Total","Total","Total","South East","Professional occupations","Total",NA,NA,"37640","Total"
"2020","Median","Total","Total","Total","South East","Associate professional and technical occupations","Total",NA,NA,"31485","Total"
"2020","Median","Total","Total","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"19547","Total"
"2020","Median","Total","Total","Total","South East","Skilled trades occupations","Total",NA,NA,"28246","Total"
"2020","Median","Total","Total","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"14471","Total"
"2020","Median","Total","Total","Total","South East","Sales and customer service occupations","Total",NA,NA,"14349","Total"
"2020","Median","Total","Total","Total","South East","Process, plant and machine operatives","Total",NA,NA,"25532","Total"
"2020","Median","Total","Total","Total","South East","Elementary occupations","Total",NA,NA,"13673","reasonably precise"
"2020","Median","Total","Total","Total","South West","Total","Total",NA,NA,"23581","Total"
"2020","Median","Total","Total","Total","South West","Managers, directors and senior officials","Total",NA,NA,"35442","Total"
"2020","Median","Total","Total","Total","South West","Professional occupations","Total",NA,NA,"34093","Total"
"2020","Median","Total","Total","Total","South West","Associate professional and technical occupations","Total",NA,NA,"28051","Total"
"2020","Median","Total","Total","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"18361","Total"
"2020","Median","Total","Total","Total","South West","Skilled trades occupations","Total",NA,NA,"26764","Total"
"2020","Median","Total","Total","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"14292","reasonably precise"
"2020","Median","Total","Total","Total","South West","Sales and customer service occupations","Total",NA,NA,"12795","reasonably precise"
"2020","Median","Total","Total","Total","South West","Process, plant and machine operatives","Total",NA,NA,"24510","Total"
"2020","Median","Total","Total","Total","South West","Elementary occupations","Total",NA,NA,"13047","reasonably precise"
"2020","Median","Total","Total","Total","Wales","Total","Total",NA,NA,"23323","Total"
"2020","Median","Total","Total","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"32501","reasonably precise"
"2020","Median","Total","Total","Total","Wales","Professional occupations","Total",NA,NA,"34580","Total"
"2020","Median","Total","Total","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"28303","Total"
"2020","Median","Total","Total","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"19219","Total"
"2020","Median","Total","Total","Total","Wales","Skilled trades occupations","Total",NA,NA,"27580","reasonably precise"
"2020","Median","Total","Total","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"15501","acceptable"
"2020","Median","Total","Total","Total","Wales","Sales and customer service occupations","Total",NA,NA,"14097","reasonably precise"
"2020","Median","Total","Total","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"23852","reasonably precise"
"2020","Median","Total","Total","Total","Wales","Elementary occupations","Total",NA,NA,"16031","reasonably precise"
"2020","Median","Total","Total","Total","Scotland","Total","Total",NA,NA,"25616","Total"
"2020","Median","Total","Total","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"40267","reasonably precise"
"2020","Median","Total","Total","Total","Scotland","Professional occupations","Total",NA,NA,"35425","Total"
"2020","Median","Total","Total","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"31277","Total"
"2020","Median","Total","Total","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"19747","Total"
"2020","Median","Total","Total","Total","Scotland","Skilled trades occupations","Total",NA,NA,"28088","Total"
"2020","Median","Total","Total","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"16901","Total"
"2020","Median","Total","Total","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"14688","reasonably precise"
"2020","Median","Total","Total","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"24613","Total"
"2020","Median","Total","Total","Total","Scotland","Elementary occupations","Total",NA,NA,"13826","reasonably precise"
"2020","Median","Total","Total","Total","Northern Ireland","Total","Total",NA,NA,"23043","Total"
"2020","Median","Male","Total","Total","","Managers, directors and senior officials","Total",NA,NA,"45454","Total"
"2020","Median","Male","Total","Total","","Professional occupations","Total",NA,NA,"42042","Total"
"2020","Median","Male","Total","Total","","Associate professional and technical occupations","Total",NA,NA,"34982","Total"
"2020","Median","Male","Total","Total","","Administrative and secretarial occupations","Total",NA,NA,"23847","Total"
"2020","Median","Male","Total","Total","","Skilled trades occupations","Total",NA,NA,"28883","Total"
"2020","Median","Male","Total","Total","","Caring, leisure and other service occupations","Total",NA,NA,"19172","Total"
"2020","Median","Male","Total","Total","","Sales and customer service occupations","Total",NA,NA,"18397","Total"
"2020","Median","Male","Total","Total","","Process, plant and machine operatives","Total",NA,NA,"26094","Total"
"2020","Median","Male","Total","Total","","Elementary occupations","Total",NA,NA,"19908","Total"
"2020","Median","Male","Total","Total","North East","Total","Total",NA,NA,"28094","Total"
"2020","Median","Male","Total","Total","North East","Managers, directors and senior officials","Total",NA,NA,"38847","acceptable"
"2020","Median","Male","Total","Total","North East","Professional occupations","Total",NA,NA,"38706","Total"
"2020","Median","Male","Total","Total","North East","Associate professional and technical occupations","Total",NA,NA,"30096","Total"
"2020","Median","Male","Total","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"22128","reasonably precise"
"2020","Median","Male","Total","Total","North East","Skilled trades occupations","Total",NA,NA,"29155","reasonably precise"
"2020","Median","Male","Total","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"19634","reasonably precise"
"2020","Median","Male","Total","Total","North East","Sales and customer service occupations","Total",NA,NA,"18639","reasonably precise"
"2020","Median","Male","Total","Total","North East","Process, plant and machine operatives","Total",NA,NA,"25549","Total"
"2020","Median","Male","Total","Total","North East","Elementary occupations","Total",NA,NA,"19816","Total"
"2020","Median","Male","Total","Total","North West","Total","Total",NA,NA,"29126","Total"
"2020","Median","Male","Total","Total","North West","Managers, directors and senior officials","Total",NA,NA,"41354","reasonably precise"
"2020","Median","Male","Total","Total","North West","Professional occupations","Total",NA,NA,"40195","Total"
"2020","Median","Male","Total","Total","North West","Associate professional and technical occupations","Total",NA,NA,"34739","Total"
"2020","Median","Male","Total","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"22749","Total"
"2020","Median","Male","Total","Total","North West","Skilled trades occupations","Total",NA,NA,"28084","Total"
"2020","Median","Male","Total","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"18615","Total"
"2020","Median","Male","Total","Total","North West","Sales and customer service occupations","Total",NA,NA,"17582","reasonably precise"
"2020","Median","Male","Total","Total","North West","Process, plant and machine operatives","Total",NA,NA,"25197","Total"
"2020","Median","Male","Total","Total","North West","Elementary occupations","Total",NA,NA,"19156","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Total","Total",NA,NA,"28893","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"40974","reasonably precise"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"39053","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"32151","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"22569","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"28568","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"18426","acceptable"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"18780","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"25829","Total"
"2020","Median","Male","Total","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"19946","Total"
"2020","Median","Male","Total","Total","East Midlands","Total","Total",NA,NA,"29540","Total"
"2020","Median","Male","Total","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"40803","reasonably precise"
"2020","Median","Male","Total","Total","East Midlands","Professional occupations","Total",NA,NA,"39677","Total"
"2020","Median","Male","Total","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"33912","Total"
"2020","Median","Male","Total","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"23617","Total"
"2020","Median","Male","Total","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"29957","Total"
"2020","Median","Male","Total","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"19064","reasonably precise"
"2020","Median","Male","Total","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"19019","acceptable"
"2020","Median","Male","Total","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"25680","Total"
"2020","Median","Male","Total","Total","East Midlands","Elementary occupations","Total",NA,NA,"20018","Total"
"2020","Median","Male","Total","Total","West Midlands","Total","Total",NA,NA,"29684","Total"
"2020","Median","Male","Total","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"42476","reasonably precise"
"2020","Median","Male","Total","Total","West Midlands","Professional occupations","Total",NA,NA,"40401","Total"
"2020","Median","Male","Total","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"34009","Total"
"2020","Median","Male","Total","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"23143","Total"
"2020","Median","Male","Total","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"27760","Total"
"2020","Median","Male","Total","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"18616","reasonably precise"
"2020","Median","Male","Total","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"17928","acceptable"
"2020","Median","Male","Total","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"25072","Total"
"2020","Median","Male","Total","Total","West Midlands","Elementary occupations","Total",NA,NA,"20068","Total"
"2020","Median","Male","Total","Total","East","Total","Total",NA,NA,"31170","Total"
"2020","Median","Male","Total","Total","East","Managers, directors and senior officials","Total",NA,NA,"44264","reasonably precise"
"2020","Median","Male","Total","Total","East","Professional occupations","Total",NA,NA,"41717","Total"
"2020","Median","Male","Total","Total","East","Associate professional and technical occupations","Total",NA,NA,"34959","Total"
"2020","Median","Male","Total","Total","East","Administrative and secretarial occupations","Total",NA,NA,"24852","reasonably precise"
"2020","Median","Male","Total","Total","East","Skilled trades occupations","Total",NA,NA,"28938","Total"
"2020","Median","Male","Total","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"18648","reasonably precise"
"2020","Median","Male","Total","Total","East","Sales and customer service occupations","Total",NA,NA,"18978","reasonably precise"
"2020","Median","Male","Total","Total","East","Process, plant and machine operatives","Total",NA,NA,"26583","Total"
"2020","Median","Male","Total","Total","East","Elementary occupations","Total",NA,NA,"20772","Total"
"2020","Median","Male","Total","Total","London","Total","Total",NA,NA,"41955","Total"
"2020","Median","Male","Total","Total","London","Managers, directors and senior officials","Total",NA,NA,"67613","Total"
"2020","Median","Male","Total","Total","London","Professional occupations","Total",NA,NA,"49488","Total"
"2020","Median","Male","Total","Total","London","Associate professional and technical occupations","Total",NA,NA,"41223","Total"
"2020","Median","Male","Total","Total","London","Administrative and secretarial occupations","Total",NA,NA,"28123","Total"
"2020","Median","Male","Total","Total","London","Skilled trades occupations","Total",NA,NA,"31082","reasonably precise"
"2020","Median","Male","Total","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"21749","acceptable"
"2020","Median","Male","Total","Total","London","Sales and customer service occupations","Total",NA,NA,"19263","reasonably precise"
"2020","Median","Male","Total","Total","London","Process, plant and machine operatives","Total",NA,NA,"34441","Total"
"2020","Median","Male","Total","Total","London","Elementary occupations","Total",NA,NA,"21131","Total"
"2020","Median","Male","Total","Total","South East","Total","Total",NA,NA,"33905","Total"
"2020","Median","Male","Total","Total","South East","Managers, directors and senior officials","Total",NA,NA,"44514","Total"
"2020","Median","Male","Total","Total","South East","Professional occupations","Total",NA,NA,"43241","Total"
"2020","Median","Male","Total","Total","South East","Associate professional and technical occupations","Total",NA,NA,"36122","Total"
"2020","Median","Male","Total","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"25044","Total"
"2020","Median","Male","Total","Total","South East","Skilled trades occupations","Total",NA,NA,"29725","Total"
"2020","Median","Male","Total","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"19433","reasonably precise"
"2020","Median","Male","Total","Total","South East","Sales and customer service occupations","Total",NA,NA,"18689","Total"
"2020","Median","Male","Total","Total","South East","Process, plant and machine operatives","Total",NA,NA,"27018","Total"
"2020","Median","Male","Total","Total","South East","Elementary occupations","Total",NA,NA,"20406","Total"
"2020","Median","Male","Total","Total","South West","Total","Total",NA,NA,"29083","Total"
"2020","Median","Male","Total","Total","South West","Managers, directors and senior officials","Total",NA,NA,"39914","reasonably precise"
"2020","Median","Male","Total","Total","South West","Professional occupations","Total",NA,NA,"39500","Total"
"2020","Median","Male","Total","Total","South West","Associate professional and technical occupations","Total",NA,NA,"32448","Total"
"2020","Median","Male","Total","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"23013","Total"
"2020","Median","Male","Total","Total","South West","Skilled trades occupations","Total",NA,NA,"27997","Total"
"2020","Median","Male","Total","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"18716","reasonably precise"
"2020","Median","Male","Total","Total","South West","Sales and customer service occupations","Total",NA,NA,"17090","reasonably precise"
"2020","Median","Male","Total","Total","South West","Process, plant and machine operatives","Total",NA,NA,"25843","Total"
"2020","Median","Male","Total","Total","South West","Elementary occupations","Total",NA,NA,"19486","reasonably precise"
"2020","Median","Male","Total","Total","Wales","Total","Total",NA,NA,"27835","Total"
"2020","Median","Male","Total","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"36763","reasonably precise"
"2020","Median","Male","Total","Total","Wales","Professional occupations","Total",NA,NA,"37560","Total"
"2020","Median","Male","Total","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"31056","Total"
"2020","Median","Male","Total","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"22320","Total"
"2020","Median","Male","Total","Total","Wales","Skilled trades occupations","Total",NA,NA,"29191","Total"
"2020","Median","Male","Total","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"19187","reasonably precise"
"2020","Median","Male","Total","Total","Wales","Sales and customer service occupations","Total",NA,NA,"17573","reasonably precise"
"2020","Median","Male","Total","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"24925","reasonably precise"
"2020","Median","Male","Total","Total","Wales","Elementary occupations","Total",NA,NA,"19296","reasonably precise"
"2020","Median","Male","Total","Total","Scotland","Total","Total",NA,NA,"31674","Total"
"2020","Median","Male","Total","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"43746","reasonably precise"
"2020","Median","Male","Total","Total","Scotland","Professional occupations","Total",NA,NA,"42365","Total"
"2020","Median","Male","Total","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"34912","Total"
"2020","Median","Male","Total","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"23267","reasonably precise"
"2020","Median","Male","Total","Total","Scotland","Skilled trades occupations","Total",NA,NA,"29702","Total"
"2020","Median","Male","Total","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"20151","reasonably precise"
"2020","Median","Male","Total","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"18404","Total"
"2020","Median","Male","Total","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"25972","reasonably precise"
"2020","Median","Male","Total","Total","Scotland","Elementary occupations","Total",NA,NA,"20181","Total"
"2020","Median","Male","Total","Total","Northern Ireland","Total","Total",NA,NA,"27373","Total"
"2020","Median","Female","Total","Total","","Managers, directors and senior officials","Total",NA,NA,"35000","Total"
"2020","Median","Female","Total","Total","","Professional occupations","Total",NA,NA,"32361","Total"
"2020","Median","Female","Total","Total","","Associate professional and technical occupations","Total",NA,NA,"26566","Total"
"2020","Median","Female","Total","Total","","Administrative and secretarial occupations","Total",NA,NA,"18200","Total"
"2020","Median","Female","Total","Total","","Skilled trades occupations","Total",NA,NA,"17707","Total"
"2020","Median","Female","Total","Total","","Caring, leisure and other service occupations","Total",NA,NA,"14552","Total"
"2020","Median","Female","Total","Total","","Sales and customer service occupations","Total",NA,NA,"12641","Total"
"2020","Median","Female","Total","Total","","Process, plant and machine operatives","Total",NA,NA,"18722","Total"
"2020","Median","Female","Total","Total","","Elementary occupations","Total",NA,NA,"8848","Total"
"2020","Median","Female","Total","Total","North East","Total","Total",NA,NA,"19014","Total"
"2020","Median","Female","Total","Total","North East","Managers, directors and senior officials","Total",NA,NA,"29404","acceptable"
"2020","Median","Female","Total","Total","North East","Professional occupations","Total",NA,NA,"33117","Total"
"2020","Median","Female","Total","Total","North East","Associate professional and technical occupations","Total",NA,NA,"24089","reasonably precise"
"2020","Median","Female","Total","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"17733","reasonably precise"
"2020","Median","Female","Total","Total","North East","Skilled trades occupations","Total",NA,NA,"15908","acceptable"
"2020","Median","Female","Total","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"15010","Total"
"2020","Median","Female","Total","Total","North East","Sales and customer service occupations","Total",NA,NA,"12277","acceptable"
"2020","Median","Female","Total","Total","North East","Process, plant and machine operatives","Total",NA,NA,"18635","reasonably precise"
"2020","Median","Female","Total","Total","North East","Elementary occupations","Total",NA,NA,"7055","reasonably precise"
"2020","Median","Female","Total","Total","North West","Total","Total",NA,NA,"20162","Total"
"2020","Median","Female","Total","Total","North West","Managers, directors and senior officials","Total",NA,NA,"31336","reasonably precise"
"2020","Median","Female","Total","Total","North West","Professional occupations","Total",NA,NA,"33556","Total"
"2020","Median","Female","Total","Total","North West","Associate professional and technical occupations","Total",NA,NA,"25989","Total"
"2020","Median","Female","Total","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"18370","Total"
"2020","Median","Female","Total","Total","North West","Skilled trades occupations","Total",NA,NA,"16561","acceptable"
"2020","Median","Female","Total","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"14473","Total"
"2020","Median","Female","Total","Total","North West","Sales and customer service occupations","Total",NA,NA,"12715","Total"
"2020","Median","Female","Total","Total","North West","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2020","Median","Female","Total","Total","North West","Elementary occupations","Total",NA,NA,"8558","reasonably precise"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Total","Total",NA,NA,"18617","Total"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"28863","reasonably precise"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"31198","Total"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"25274","Total"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"17552","Total"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"16041","acceptable"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"14127","Total"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"12377","reasonably precise"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"18170","reasonably precise"
"2020","Median","Female","Total","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"8205","reasonably precise"
"2020","Median","Female","Total","Total","East Midlands","Total","Total",NA,NA,"18643","Total"
"2020","Median","Female","Total","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"29844","reasonably precise"
"2020","Median","Female","Total","Total","East Midlands","Professional occupations","Total",NA,NA,"30079","Total"
